provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion,clase_proceso_descripcion
90,Tucumán,Concepcion,Civil y Com 1,781/16,PRESCRIPCION ADQUISITIVA,2016-08-16,2016-08-16,2018-12-13,No Conciliada,2018-12-07,2019-02-19,No Conciliada,,2019-05-02,Prescripción,
90,Tucumán,Concepcion,Civil y Com 1,520/17,DAÑOS Y PERJUICIOS,2018-07-04,2018-07-04,2019-02-07,No Conciliada,2018-12-27,2019-04-23,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,151/15,REPETICION DE PAGO,2017-02-02,2017-02-02,2019-02-12,No Conciliada,2018-12-18,2019-05-21,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,747/17,DAÑOS Y PERJUICIOS,2018-02-01,2018-02-01,2019-02-19,No Conciliada,2018-12-27,2019-05-14,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,495/17,DAÑOS Y PERJUICIOS,2018-04-24,2018-04-24,2019-02-26,No Conciliada,2019-04-29,2019-05-21,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,667/15,COBROS  (ORDINARIO),2016-03-04,2016-03-04,2019-03-12,Conciliada,2019-02-14,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,99/18,REIVINDICACION,2018-04-20,2018-04-20,2019-03-14,No Conciliada,2019-02-19,2019-06-11,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,140/14,REIVINDICACION,2014-10-29,2014-10-29,2019-03-27,No Conciliada,2019-02-25,2019-05-07,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,625/15,PRESCRIPCION ADQUISITIVA,2016-03-11,2016-03-11,2019-04-03,No Conciliada,2019-03-19,2019-06-11,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,398/16,DAÑOS Y PERJUICIOS,2017-03-17,2017-03-17,2019-04-04,No Conciliada,2019-03-21,2019-08-06,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,55/18,REIVINDICACION,2018-05-18,2018-05-18,2019-04-10,No Conciliada,2019-02-21,, ,,, ,
90,Tucumán,Concepcion,Civil y Com 1,258/18,DAÑOS Y PERJUICIOS,2018-10-25,2018-10-25,2019-04-24,No Conciliada,2019-04-01,2019-08-13,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,325/16,PRESCRIPCION ADQUISITIVA,2016-07-06,2016-07-06,2019-05-02,No Conciliada,2019-04-15,2019-06-18,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,197/16,PRESCRIPCION ADQUISITIVA,2016-06-22,2016-06-22,2019-05-06,No Conciliada,2019-04-16,2019-06-25,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,730/17,CONTRATOS (ORDINARIO),2017-11-30,2017-11-30,2019-05-08,No Conciliada,2019-04-24,2019-08-06,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,94/18,REIVINDICACION,2018-11-23,2018-11-23,2019-05-09,No Conciliada,2019-04-30,2019-08-03,No Conciliada,,,,
90,Tucumán,Concepcion,Civil y Com 1,12/04,PRESCRIPCION ADQUISITIVA,2018-07-24,2018-07-24,2019-05-13,No Conciliada,2019-03-18,2019-06-25,No Conciliada,,, ,
90,Tucumán,Concepcion,Civil y Com 1,477/17,PRESCRIPCION ADQUISITIVA,2017-08-18,2017-08-18,2019-05-16,No Conciliada,2019-05-02,2019-07-30,No Conciliada,,,,
